Make,Model,Year,Fuel_Type,HP,Transmission,Drive_Wheels,Vehicle_Size,Vehicle_Style,Popularity,MSRP,Engine_CC
1,141,2001.0,7,225.0,3,3,0,6,3916.0,37900.0,4.0
1,141,2001.0,7,184.0,3,3,0,6,3916.0,31300.0,4.0
1,141,2002.0,7,225.0,3,3,0,6,3916.0,37900.0,1.6
1,141,2002.0,7,184.0,3,3,0,6,3916.0,31300.0,1.6
1,143,2007.0,7,330.0,3,3,0,8,3916.0,50100.0,1.6
1,143,2008.0,7,330.0,3,3,0,8,3916.0,50400.0,1.6
1,142,2014.0,7,240.0,3,3,0,6,3916.0,48950.0,1.6
1,142,2014.0,7,300.0,3,3,0,6,3916.0,56950.0,1.6
1,142,2014.0,7,335.0,0,3,0,6,3916.0,65800.0,1.6
1,142,2015.0,7,240.0,3,3,0,6,3916.0,48950.0,1.6
1,142,2015.0,7,300.0,0,3,0,6,3916.0,56950.0,1.6
1,142,2015.0,7,335.0,0,3,0,6,3916.0,65800.0,1.6
1,142,2016.0,7,300.0,0,3,0,6,3916.0,57500.0,1.6
1,142,2016.0,7,240.0,3,3,0,6,3916.0,49700.0,1.6
1,142,2016.0,7,335.0,0,3,0,6,3916.0,66350.0,1.6
1,144,2001.0,7,394.0,3,3,0,6,3916.0,128000.0,1.6
1,144,2002.0,7,394.0,3,3,0,6,3916.0,130000.0,1.6
1,144,2003.0,7,394.0,3,3,0,6,3916.0,131500.0,2.0
2,77,2009.0,6,292.0,1,2,1,14,155.0,40205.0,2.0
2,77,2009.0,4,227.0,1,2,1,14,155.0,32520.0,2.0
2,77,2010.0,4,227.0,1,2,1,14,155.0,35730.0,2.0
2,77,2010.0,6,292.0,1,2,1,14,155.0,42515.0,2.0
2,77,2011.0,4,227.0,1,2,1,14,155.0,29730.0,2.0
2,77,2011.0,6,292.0,1,2,1,14,155.0,44460.0,2.0
3,37,2003.0,8,190.0,1,3,1,4,1385.0,22050.0,2.0
3,37,2004.0,8,190.0,1,0,1,4,1385.0,25195.0,2.0
3,37,2005.0,8,190.0,1,3,1,4,1385.0,22930.0,2.0
3,36,2003.0,8,190.0,1,0,1,11,1385.0,25690.0,2.0
3,36,2004.0,8,190.0,1,0,1,11,1385.0,26195.0,2.0
3,36,2005.0,8,190.0,1,3,1,11,1385.0,24430.0,2.0
3,39,2010.0,4,320.0,1,3,1,9,1385.0,45815.0,5.0
3,39,2011.0,4,320.0,1,3,1,9,1385.0,39405.0,5.0
3,39,2012.0,4,320.0,1,3,1,9,1385.0,40195.0,5.0
3,40,2009.0,8,107.0,3,2,0,2,1385.0,11965.0,2.9
3,40,2010.0,8,108.0,3,2,0,2,1385.0,15365.0,2.9
3,40,2011.0,8,108.0,3,2,0,2,1385.0,15365.0,2.9
3,41,1994.0,8,170.0,3,2,0,8,1385.0,2000.0,2.9
3,41,1994.0,8,120.0,3,2,0,8,1385.0,2000.0,2.9
3,41,1995.0,8,120.0,3,2,2,8,1385.0,2000.0,2.9
3,41,1995.0,8,160.0,1,2,2,8,1385.0,2000.0,2.9
3,41,1996.0,8,120.0,3,2,2,8,1385.0,2000.0,2.9
3,41,1996.0,8,155.0,1,2,2,8,1385.0,2000.0,2.9
3,42,2013.0,4,320.0,1,1,1,9,1385.0,39030.0,2.9
3,43,2003.0,8,190.0,3,3,0,1,1385.0,20745.0,2.9
3,43,2004.0,8,190.0,1,3,2,3,1385.0,25230.0,2.9
3,43,2005.0,8,190.0,3,1,0,1,1385.0,24305.0,1.5
3,44,2017.0,2,200.0,2,2,0,2,1385.0,40905.0,1.5
3,52,2015.0,8,323.0,3,3,2,8,1385.0,29205.0,1.5
3,52,2015.0,7,580.0,3,3,2,8,1385.0,55505.0,1.5
3,52,2015.0,6,426.0,3,3,2,6,1385.0,42405.0,1.5
3,52,2015.0,7,505.0,3,3,2,8,1385.0,72305.0,1.5
3,52,2016.0,6,455.0,3,3,2,6,1385.0,48300.0,1.9
3,52,2016.0,6,275.0,3,3,2,6,1385.0,36800.0,1.9
3,52,2017.0,6,455.0,3,3,2,6,1385.0,42905.0,1.9
3,52,2017.0,6,275.0,3,3,2,6,1385.0,35605.0,2.0
3,52,2017.0,7,650.0,3,3,2,8,1385.0,61140.0,2.0
3,53,1994.0,8,260.0,1,3,1,15,1385.0,2000.0,2.0
3,53,1994.0,8,200.0,1,3,1,14,1385.0,2000.0,2.0
3,53,1995.0,8,200.0,1,3,1,14,1385.0,2000.0,2.2
3,53,1995.0,8,260.0,1,3,1,15,1385.0,2000.0,2.2
3,53,1996.0,8,260.0,1,3,1,15,1385.0,2000.0,2.2
3,53,1996.0,8,200.0,1,3,1,14,1385.0,2000.0,2.2
3,54,2013.0,4,180.0,1,2,2,3,1385.0,24155.0,2.2
3,54,2014.0,4,180.0,1,2,2,3,1385.0,25145.0,2.2
3,54,2015.0,4,180.0,1,2,2,3,1385.0,25985.0,2.2
3,55,2003.0,8,140.0,3,2,0,14,1385.0,14230.0,1.2
3,55,2004.0,8,140.0,3,2,0,8,1385.0,17410.0,1.2
3,55,2005.0,8,140.0,3,2,0,14,1385.0,16290.0,1.2
3,56,1990.0,8,135.0,1,2,2,15,1385.0,2000.0,2.4
3,56,1990.0,8,110.0,1,2,2,15,1385.0,2000.0,2.4
3,57,1996.0,8,195.0,1,3,2,5,1385.0,2000.0,2.4
3,57,1997.0,8,200.0,1,3,1,5,1385.0,2000.0,2.4
3,57,1998.0,8,200.0,1,3,2,5,1385.0,2050.0,2.4
3,58,2015.0,8,131.0,1,2,0,4,1385.0,23515.0,2.4
3,58,2016.0,8,131.0,1,2,0,4,1385.0,23515.0,1.2
3,58,2017.0,8,131.0,1,2,0,4,1385.0,22405.0,1.2
3,48,1997.0,8,200.0,3,1,1,13,1385.0,2949.0,1.2
3,48,1997.0,8,230.0,3,3,1,10,1385.0,2668.0,1.2
3,48,1998.0,8,230.0,3,1,1,10,1385.0,3676.0,1.2
3,48,1999.0,8,230.0,1,3,1,10,1385.0,3696.0,1.2
3,49,1998.0,8,230.0,3,3,1,13,1385.0,2949.0,1.2
3,49,1998.0,8,255.0,3,3,1,10,1385.0,3360.0,1.2
3,59,2004.0,8,140.0,1,2,2,14,1385.0,19505.0,1.2
3,59,2005.0,8,140.0,1,2,2,14,1385.0,19690.0,2.0
3,60,2008.0,8,148.0,3,2,0,8,1385.0,14410.0,2.0
3,60,2008.0,6,260.0,3,2,0,8,1385.0,22335.0,2.0
3,60,2008.0,8,173.0,3,2,0,14,1385.0,19695.0,3.0
3,60,2009.0,8,155.0,3,2,0,8,1385.0,16460.0,3.0
3,60,2009.0,6,260.0,3,2,0,8,1385.0,23425.0,3.0
3,60,2010.0,8,155.0,3,2,0,14,1385.0,15670.0,3.0
3,60,2010.0,6,260.0,3,2,0,8,1385.0,24535.0,3.0
3,61,2012.0,8,300.0,1,3,0,9,1385.0,28340.0,3.0
3,61,2012.0,8,242.0,1,1,0,10,1385.0,29480.0,3.0
3,61,2012.0,8,185.0,3,1,0,10,1385.0,23030.0,3.0
3,61,2015.0,8,200.0,1,1,0,10,1385.0,29220.0,3.0
3,61,2015.0,8,305.0,1,3,0,9,1385.0,25850.0,3.0
3,61,2016.0,8,305.0,1,1,0,9,1385.0,30665.0,3.0
3,61,2016.0,8,200.0,1,3,0,10,1385.0,28515.0,3.0
3,62,1994.0,8,120.0,1,2,0,14,1385.0,2000.0,3.0
3,62,1996.0,8,120.0,1,2,0,14,1385.0,2000.0,3.0
3,64,2014.0,6,455.0,3,3,0,8,1385.0,53000.0,3.0
3,63,2015.0,6,460.0,3,3,0,6,1385.0,68160.0,3.0
3,63,2015.0,7,650.0,3,3,0,6,1385.0,83000.0,3.0
3,63,2015.0,6,455.0,3,3,0,6,1385.0,63160.0,2.9
3,63,2016.0,7,650.0,3,3,0,8,1385.0,88345.0,2.9
3,63,2016.0,6,460.0,3,3,0,8,1385.0,70145.0,2.9
3,63,2016.0,6,455.0,3,3,0,8,1385.0,65145.0,2.9
3,63,2017.0,7,650.0,3,3,0,6,1385.0,87015.0,2.9
3,63,2017.0,6,455.0,3,3,0,8,1385.0,59905.0,2.9
3,63,2017.0,6,460.0,3,3,0,6,1385.0,74195.0,2.9
3,67,2016.0,8,138.0,3,2,2,14,1385.0,20195.0,2.0
3,66,2015.0,8,138.0,3,2,2,14,1385.0,16170.0,2.0
3,66,2015.0,1,148.0,1,2,2,14,1385.0,25660.0,2.0
3,66,2016.0,8,153.0,1,2,2,14,1385.0,19120.0,2.0
3,66,2017.0,8,153.0,1,2,0,2,1385.0,21920.0,2.5
3,68,2015.0,8,182.0,1,0,0,3,1385.0,26270.0,2.5
3,68,2016.0,8,182.0,1,2,0,3,1385.0,22600.0,2.5
3,68,2017.0,8,182.0,1,2,0,3,1385.0,25510.0,2.5
3,70,2014.0,4,310.0,1,0,2,5,1385.0,32760.0,2.5
3,70,2014.0,8,195.0,1,3,2,5,1385.0,27710.0,2.5
3,69,2014.0,4,310.0,1,0,2,12,1385.0,34525.0,2.0
3,69,2014.0,4,285.0,1,3,2,12,1385.0,34160.0,2.0
3,69,2015.0,4,285.0,1,3,2,12,1385.0,32190.0,2.0
3,69,2016.0,4,285.0,1,3,1,12,1385.0,37500.0,1.9
3,74,2009.0,4,155.0,1,2,0,15,1385.0,20720.0,1.9
3,74,2009.0,6,260.0,3,2,0,15,1385.0,25135.0,1.9
3,74,2010.0,4,155.0,3,2,0,15,1385.0,20030.0,1.9
3,74,2010.0,6,260.0,3,2,0,15,1385.0,26255.0,1.9
3,74,2011.0,4,155.0,3,2,0,15,1385.0,18720.0,1.9
3,76,2014.0,4,300.0,1,2,1,14,1385.0,26840.0,2.0
3,76,2015.0,4,300.0,1,2,1,14,1385.0,26840.0,2.0
3,76,2016.0,4,300.0,1,2,1,14,1385.0,26840.0,2.0
3,75,2015.0,8,195.0,1,2,1,14,1385.0,34465.0,2.0
3,75,2015.0,5,296.0766550522648,1,2,1,14,1385.0,40660.0,2.0
3,75,2015.0,4,305.0,1,2,1,14,1385.0,35440.0,2.0
3,75,2016.0,5,296.0766550522648,1,2,1,14,1385.0,40810.0,2.0
3,75,2016.0,4,305.0,1,2,1,14,1385.0,35540.0,2.0
3,75,2016.0,8,195.0,1,2,1,14,1385.0,27095.0,3.2
3,75,2017.0,4,305.0,1,2,1,14,1385.0,35645.0,3.2
3,75,2017.0,5,296.0766550522648,1,2,1,14,1385.0,37675.0,3.2
3,79,1994.0,8,120.0,1,2,0,11,1385.0,2000.0,1.3
3,79,1995.0,8,120.0,1,2,0,11,1385.0,2000.0,1.3
3,79,1996.0,8,180.0,1,2,0,11,1385.0,2000.0,1.3
3,78,1999.0,8,160.0,1,2,2,14,1385.0,2000.0,2.0
3,78,1999.0,8,200.0,1,2,2,14,1385.0,2044.0,2.0
3,78,2000.0,8,175.0,1,2,2,14,1385.0,2100.0,2.0
3,78,2001.0,8,175.0,1,2,2,14,1385.0,18890.0,2.0
3,89,2008.0,8,219.0,1,2,2,14,1385.0,20320.0,2.0
3,89,2008.0,8,145.0,1,2,2,14,1385.0,17935.0,2.0
3,90,2008.0,8,164.0,1,2,2,14,1385.0,23640.0,5.1
3,90,2009.0,8,164.0,1,2,2,14,1385.0,25555.0,5.1
3,90,2010.0,8,164.0,1,2,2,14,1385.0,25925.0,5.1
3,91,2016.0,8,197.0,1,2,2,14,1385.0,23835.0,1.6
3,92,2005.0,8,200.0,1,2,2,2,1385.0,24610.0,1.6
3,92,2006.0,8,201.0,1,2,2,2,1385.0,23465.0,1.6
3,92,2006.0,8,240.0,1,2,2,2,1385.0,23265.0,4.0
3,92,2007.0,8,217.0,1,2,2,2,1385.0,20575.0,4.0
3,92,2007.0,8,240.0,1,2,2,2,1385.0,23710.0,4.0
3,88,2015.0,8,196.0,1,2,2,14,1385.0,28195.0,3.5
3,88,2015.0,6,259.0,1,2,2,14,1385.0,30355.0,3.5
3,88,2016.0,8,160.0,1,2,2,14,1385.0,21625.0,3.5
3,88,2016.0,6,250.0,1,2,2,14,1385.0,28620.0,2.6
3,88,2016.0,8,182.0,2,2,2,14,1385.0,27770.0,2.6
3,88,2017.0,8,160.0,1,2,2,14,1385.0,25125.0,2.6
3,88,2017.0,8,182.0,2,2,2,14,1385.0,27875.0,2.6
3,88,2017.0,6,250.0,1,2,2,14,1385.0,30975.0,2.6
3,93,1999.0,8,55.0,3,2,0,0,1385.0,2000.0,2.6
3,93,1999.0,8,79.0,3,2,0,14,1385.0,2000.0,2.0
3,93,2000.0,8,79.0,3,2,0,14,1385.0,2000.0,2.0
3,93,2000.0,8,55.0,3,2,0,0,1385.0,2000.0,2.0
3,93,2001.0,8,79.0,1,2,0,14,1385.0,12515.0,2.0
3,94,2000.0,8,125.0,3,2,0,14,1385.0,2130.0,2.0
3,94,2001.0,8,125.0,3,2,0,14,1385.0,14155.0,2.0
3,94,2002.0,8,125.0,3,2,0,14,1385.0,14330.0,2.0
3,104,1992.0,8,160.0,3,1,0,1,1385.0,2000.0,2.0
3,104,1993.0,8,165.0,3,3,2,3,1385.0,2000.0,2.0
3,104,1994.0,8,165.0,3,3,0,1,1385.0,2000.0,3.5
3,103,2002.0,8,190.0,1,3,0,10,1385.0,20984.0,3.5
3,103,2002.0,4,120.0,1,3,0,13,1385.0,15406.0,3.5
3,103,2003.0,4,120.0,3,3,0,10,1385.0,20780.0,3.5
3,103,2003.0,8,190.0,3,1,0,10,1385.0,20270.0,5.7
3,103,2004.0,8,190.0,1,1,0,9,1385.0,24660.0,5.7
3,113,2007.0,8,285.0,1,1,1,13,1385.0,26685.0,5.7
3,113,2007.0,8,295.0,1,3,1,10,1385.0,26930.0,1.0
3,113,2007.0,8,195.0,3,1,1,13,1385.0,24020.0,1.0
3,113,2007.0,8,310.0,1,1,1,10,1385.0,33425.0,1.0
3,113,2007.0,8,345.0,1,3,1,10,1385.0,33280.0,1.9
3,114,2011.0,8,332.0,1,1,1,9,1385.0,48205.0,1.9
3,114,2012.0,8,332.0,1,1,1,9,1385.0,42840.0,1.9
3,114,2013.0,8,332.0,1,1,1,9,1385.0,51490.0,1.8
3,112,2015.0,8,355.0,1,1,1,9,1385.0,46110.0,1.8
3,112,2015.0,4,285.0,1,1,1,10,1385.0,35920.0,1.8
3,112,2016.0,4,285.0,1,3,1,10,1385.0,35825.0,2.5
3,112,2016.0,8,355.0,1,3,1,9,1385.0,39685.0,2.5
3,112,2017.0,4,285.0,1,3,1,9,1385.0,36035.0,2.5
3,112,2017.0,8,355.0,1,3,1,9,1385.0,39230.0,5.7
3,115,2015.0,8,138.0,1,2,0,14,1385.0,15495.0,5.7
3,115,2016.0,8,138.0,3,2,0,14,1385.0,16155.0,5.7
3,115,2017.0,8,138.0,1,2,0,14,1385.0,18170.0,2.7
3,117,2014.0,2,140.0,2,2,0,2,1385.0,26685.0,2.7
3,117,2015.0,2,140.0,2,2,0,2,1385.0,25170.0,2.7
3,117,2016.0,2,140.0,2,2,0,2,1385.0,25510.0,2.7
3,116,2015.0,8,84.0,3,2,0,2,1385.0,14040.0,2.7
3,116,2016.0,8,98.0,3,2,0,2,1385.0,14685.0,2.7
3,116,2017.0,8,98.0,3,2,0,2,1385.0,16325.0,4.6
3,118,1994.0,8,200.0,1,3,2,12,1385.0,2000.0,4.6
3,118,1994.0,8,155.0,1,3,2,12,1385.0,2000.0,4.6
3,118,1995.0,8,163.0,1,3,2,12,1385.0,2000.0,4.6
3,119,2015.0,4,355.0,1,3,1,3,1385.0,54205.0,4.6
3,119,2016.0,4,355.0,1,3,1,3,1385.0,54730.0,4.6
3,119,2017.0,4,355.0,1,1,1,3,1385.0,58045.0,2.4
3,124,2011.0,8,332.0,1,3,1,3,1385.0,51145.0,2.4
3,124,2012.0,8,332.0,1,1,1,3,1385.0,54775.0,2.4
3,124,2013.0,8,332.0,1,1,1,3,1385.0,56425.0,2.4
3,125,2000.0,8,255.0,1,1,1,3,1385.0,3465.0,2.4
3,123,2015.0,4,355.0,1,1,1,3,1385.0,54505.0,2.4
3,123,2016.0,4,355.0,1,1,1,3,1385.0,64740.0,2.0
3,123,2017.0,4,355.0,1,1,1,3,1385.0,50215.0,2.0
3,126,2002.0,8,127.0,3,1,0,7,1385.0,19060.0,2.0
3,126,2002.0,8,155.0,1,1,0,3,1385.0,21510.0,2.0
3,126,2003.0,8,165.0,1,1,0,3,1385.0,22530.0,1.5
3,126,2003.0,8,127.0,3,1,0,7,1385.0,17730.0,1.5
3,126,2004.0,8,165.0,1,1,0,3,1385.0,22315.0,1.5
3,128,2004.0,8,275.0,1,1,1,3,1385.0,32320.0,1.5
3,128,2005.0,8,275.0,1,1,1,3,1385.0,32515.0,1.5
3,128,2006.0,8,291.0,1,3,1,3,1385.0,27980.0,1.5
3,127,2007.0,8,291.0,1,3,2,3,1385.0,25045.0,1.5
3,127,2007.0,7,395.0,1,3,2,3,1385.0,34885.0,1.5
3,127,2008.0,8,285.0,1,3,2,3,1385.0,26390.0,1.5
3,127,2008.0,7,390.0,1,3,2,3,1385.0,32155.0,1.5
3,127,2009.0,8,285.0,1,1,2,3,1385.0,35770.0,2.0
3,127,2009.0,6,390.0,1,0,2,3,1385.0,39330.0,2.0
3,129,2015.0,8,288.0,1,0,2,3,1385.0,43935.0,2.0
3,129,2015.0,8,281.0,1,2,2,3,1385.0,30995.0,2.0
3,129,2016.0,8,288.0,1,0,2,3,1385.0,44145.0,2.0
3,129,2016.0,8,281.0,1,2,2,3,1385.0,34005.0,2.0
3,129,2017.0,8,281.0,1,0,2,3,1385.0,38650.0,2.0
3,129,2017.0,8,288.0,1,0,2,3,1385.0,44045.0,3.6
3,130,2015.0,8,138.0,1,2,0,3,1385.0,25030.0,3.6
3,130,2016.0,8,138.0,1,0,0,3,1385.0,24145.0,3.6
3,130,2017.0,8,138.0,1,0,0,3,1385.0,24400.0,3.6
3,131,2006.0,8,201.0,1,2,2,11,1385.0,22750.0,3.6
3,131,2006.0,8,196.0,1,0,2,11,1385.0,33250.0,3.6
3,131,2007.0,8,240.0,1,2,0,11,1385.0,20205.0,2.0
3,131,2008.0,8,240.0,1,2,0,11,1385.0,21540.0,2.0
3,133,2003.0,8,185.0,1,0,2,11,1385.0,31790.0,2.0
3,133,2004.0,8,185.0,1,2,2,11,1385.0,30575.0,2.0
3,133,2005.0,8,185.0,1,2,2,11,1385.0,30760.0,2.0
4,6,2002.0,7,400.0,3,3,0,6,2774.0,160829.0,2.0
4,6,2003.0,7,400.0,3,3,0,6,2774.0,165986.0,2.0
4,6,2004.0,7,400.0,0,3,0,8,2774.0,157767.0,2.0
4,6,2004.0,7,425.0,0,3,0,8,2774.0,187124.0,2.0
4,9,2001.0,7,442.0,1,3,0,8,2774.0,223970.0,2.0
4,9,2002.0,7,442.0,1,3,0,8,2774.0,228625.0,2.0
4,9,2003.0,7,442.0,1,3,0,8,2774.0,228625.0,1.5
4,12,2001.0,7,485.0,3,3,0,6,2774.0,248500.0,1.5
4,13,2002.0,7,515.0,3,3,0,8,2774.0,214670.0,1.5
4,13,2003.0,7,515.0,3,3,0,8,2774.0,217890.0,2.0
4,13,2004.0,7,515.0,0,3,0,8,2774.0,228339.0,2.0
4,14,2009.0,7,611.0,0,3,2,8,2774.0,320580.0,2.0
4,14,2010.0,7,611.0,3,3,2,8,2774.0,310543.0,2.0
4,14,2011.0,7,611.0,0,3,2,8,2774.0,320580.0,2.0
4,14,2011.0,7,661.0,0,3,2,8,2774.0,410000.0,2.0
4,51,2012.0,7,453.0,0,3,0,6,2774.0,195840.0,2.0
4,51,2013.0,7,483.0,0,3,0,6,2774.0,198190.0,2.0
4,51,2014.0,7,483.0,0,3,0,6,2774.0,198190.0,2.0
4,71,2013.0,7,731.0,0,3,2,8,2774.0,315888.0,2.0
4,71,2014.0,7,731.0,0,3,2,8,2774.0,315888.0,2.3
4,71,2015.0,7,731.0,0,3,2,8,2774.0,319995.0,2.3
4,72,2007.0,7,483.0,3,3,0,8,2774.0,173079.0,2.3
4,72,2008.0,7,483.0,0,3,0,8,2774.0,199054.0,2.3
4,72,2009.0,7,483.0,0,3,0,8,2774.0,200054.0,2.3
4,73,2013.0,7,651.0,0,0,1,8,2774.0,295000.0,2.3
4,73,2014.0,7,651.0,0,0,1,8,2774.0,295000.0,2.3
4,73,2015.0,7,651.0,0,0,1,8,2774.0,295000.0,2.3
5,33,1995.0,8,135.0,1,3,2,4,5657.0,2000.0,2.3
5,33,1995.0,8,155.0,1,0,1,11,5657.0,2000.0,2.3
5,33,1996.0,8,140.0,1,3,2,11,5657.0,2000.0,2.3
5,33,1996.0,8,155.0,1,0,1,11,5657.0,2000.0,2.3
5,33,1997.0,8,140.0,1,3,2,4,5657.0,2000.0,2.5
5,33,1997.0,8,152.0,1,0,1,11,5657.0,2000.0,2.5
5,35,1995.0,8,63.0,3,2,0,0,5657.0,2000.0,2.5
5,35,1996.0,8,63.0,3,2,0,2,5657.0,2000.0,2.5
5,35,1997.0,8,63.0,3,2,0,0,5657.0,2000.0,2.5
5,46,1990.0,8,140.0,3,3,0,1,5657.0,2000.0,2.5
5,45,1994.0,8,185.0,3,1,2,1,5657.0,2308.0,2.3
5,45,1995.0,8,205.0,3,1,2,1,5657.0,2620.0,2.3
5,45,1996.0,8,199.0,3,1,2,1,5657.0,2774.0,2.3
5,47,2015.0,8,188.0,1,2,0,15,5657.0,27170.0,2.3
5,47,2016.0,8,188.0,1,2,0,15,5657.0,24170.0,2.3
